chrom	Start_cM	End_cM	length_bp	length_cM
3893	chr5	121.643362279876	121.672153075211	456	0.0287907953351123
3894	chr5	121.797518814602	121.929938682092	586826	0.132419867489986
3895	chr5	126.277182321414	126.340281851233	32476	0.0630995298186718
3896	chr5	129.931195808776	130.011151308018	14869	0.0799554992414357
3897	chr5	144.748525363192	144.769145849373	49469	0.0206204861810022
3898	chr5	2.82644947177955	3.00505717735299	38367	0.178607705573442
3899	chr5	3.30976534497266	3.39227050953104	67742	0.0825051645583748
3900	chr5	5.40723559416054	5.41144029467177	1636	0.00420470051123356
3901	chr5	5.43133566994691	5.45037599218616	10019	0.019040322239249
3902	chr5	26.0468568395898	26.1020182407374	108289	0.0551614011475827
3903	chr5	42.0120615385101	42.0137824611427	78	0.00172092263261447
3904	chr5	54.0568909075721	54.1409159110152	1969	0.0840250034431378
3905	chr5	60.5602561784477	60.6062686510867	62956	0.0460124726389353
3906	chr5	75.2343025598187	75.2706965372362	28997	0.0363939774174753
3907	chr5	97.3251955738843	97.3921009990568	162285	0.066905425172493
3908	chr5	97.6650867115979	97.6684698907234	9218	0.00338317912544994
3909	chr5	99.8034874552484	99.8309039396971	12356	0.0274164844486791
3910	chr5	100.09260588219	100.122927858074	7190	0.0303219758839646
3911	chr5	100.152705509065	100.163413031468	6592	0.0107075224036777
3912	chr5	118.348947238209	118.417464854817	50139	0.0685176166076502
3913	chr5	131.094004948347	131.122166789231	2724	0.0281618408835982
3914	chr5	131.393688288012	131.422393819147	55880	0.0287055311341931
3915	chr5	133.250975559954	133.438948857976	11862	0.187973298022172
3916	chr5	139.649740165817	139.693243564561	12168	0.0435033987432973
3917	chr5	26.7243493589337	26.7397689022787	7922	0.0154195433449793
3918	chr5	54.0084556415797	54.2397769590101	168598	0.231321317430378
3919	chr5	56.0919174607228	56.183893541832	17965	0.09197608110928
3920	chr5	67.1943541681616	67.2029650346187	8622	0.00861086645713272
3921	chr5	68.7667645254886	68.9293321210384	82048	0.162567595549802
3922	chr5	74.6452654742646	74.6631889888704	53764	0.0179235146058119
3923	chr5	74.7128665125668	74.9268226502064	133168	0.213956137639585
3924	chr5	85.1646718756366	85.1936063747141	87339	0.0289344990774936
3925	chr5	96.8317447496704	96.9261310121856	39992	0.0943862625151439
3926	chr5	99.5484369730253	99.5774785230994	44463	0.0290415500740266
3927	chr5	99.7116606873129	99.7440686858702	24426	0.032407998557332
3928	chr5	100.314775032075	100.359500064246	448927	0.0447250321702342
3929	chr5	100.940325338489	101.007896833423	27408	0.0675714949336026
3930	chr5	102.219017812423	102.30207206067	80900	0.0830542482465404
3931	chr5	116.744425855176	116.764822763529	5066	0.0203969083532058
3932	chr5	118.279209678852	118.291571102866	43820	0.0123614240139318
3933	chr5	131.156934876927	131.234660516029	9602	0.0777256391018852
3934	chr5	13.2142964796631	13.2503968786724	6253	0.0361003990093316
3935	chr5	42.2197241970922	42.2686176410506	53841	0.0488934439584483
3936	chr5	94.0008935215978	94.0242391650151	532	0.0233456434173007
3937	chr5	97.6748782017188	97.6972465453638	21199	0.0223683436450131
3938	chr5	97.9271190994862	97.9813551439177	7198	0.0542360444315193
3939	chr5	112.391839577761	112.425310099009	631	0.0334705212476507
3940	chr5	116.911446337557	116.916806552486	144	0.00536021492851546
3941	chr5	123.757237260317	123.76010694528	369	0.00286968496290285
3942	chr5	131.38828324932	131.41343251614	58073	0.0251492668196818
3943	chr5	140.409009394076	140.424800724321	4473	0.0157913302447525
3944	chr5	5.74771416674233	5.76023333587012	8955	0.0125191691277982
3945	chr5	16.5338448903188	16.7534969586723	23630	0.219652068353451
3946	chr5	37.8718142735982	37.8985274683718	372	0.0267131947736203
3947	chr5	94.4090849135888	94.4614340666321	2621	0.0523491530433091
3948	chr5	97.691798364753	97.7243421910061	26702	0.0325438262531179
3949	chr5	107.301919605951	107.333093505236	855	0.0311738992850934
3950	chr5	114.928467079682	114.948792752945	7444	0.0203256732632013
3951	chr5	115.013529550615	115.065726500679	25337	0.0521969500642285
3952	chr5	121.954107784673	121.975080516128	2519	0.0209727314544352
3953	chr5	126.124738532745	126.426716464212	361224	0.301977931466681
3954	chr5	20.3381818923173	20.3437928423372	6654	0.00561095001994616
3955	chr5	27.0195039964944	27.2745801802789	50354	0.25507618378446
3956	chr5	60.5750979915056	60.6010621967881	37520	0.0259642052825697
3957	chr5	67.3391909610786	67.4438130101488	39987	0.10462204907023
3958	chr5	67.5382110866157	67.5616877546594	979	0.0234766680437559
3959	chr5	68.5412128361228	68.642433476327	30132	0.101220640204161
3960	chr5	87.3338898228353	87.3742541703525	11518	0.0403643475172828
3961	chr5	99.5779875741839	99.7290427628017	76033	0.151055188617804
3962	chr5	99.9543910550631	100.084755814931	44906	0.130364759867604
3963	chr5	100.55572916778	100.585933013203	156260	0.0302038454225624
3964	chr5	102.698039562808	102.714985980976	15674	0.0169464181676489
3965	chr5	115.612270657375	115.740828592469	169345	0.128557935093795
3966	chr5	63.7020967518606	63.7164013844742	669	0.01430463261363
3967	chr5	98.9855723078403	98.9946533635596	11844	0.00908105571923556
3968	chr5	99.359396396034	99.4761491179862	15354	0.11675272195221
3969	chr5	99.6344574341419	99.7285503033702	63085	0.0940928692282768
3970	chr5	99.7586540529922	99.8108049366	26048	0.0521508836078084
3971	chr5	125.998645271345	126.269555934289	140977	0.270910662944701
3972	chr5	126.470893402138	126.523370542307	2971	0.0524771401682784
3973	chr5	139.756305069256	139.823282270585	164955	0.0669772013288821
3974	chr5	26.8907302243411	26.9493133474235	53751	0.0585831230823715
3975	chr5	29.7436734458817	29.8159526029591	167577	0.0722791570773502
3976	chr5	53.5266739328	53.6214273778241	7722	0.0947534450241463
3977	chr5	55.199750960165	55.2612164514795	710417	0.061465491314479
3978	chr5	60.5733943403422	60.6226332544998	93706	0.0492389141576197
3979	chr5	63.817200584088	63.8603362205789	66793	0.0431356364908595
3980	chr5	101.894492949096	102.048331458442	49091	0.153838509345519
3981	chr5	102.906894053978	102.975333873689	95429	0.0684398197101643
3982	chr5	122.024633357582	122.07187325411	9825	0.0472398965275005
3983	chr5	122.850766033172	122.899417036729	15835	0.0486510035570404
3984	chr5	123.735150796104	123.743215466311	1037	0.00806467020740342
3985	chr5	5.40880949734957	5.41017000235957	558	0.00136050501000096
3986	chr5	5.42162219928024	5.42558629133762	1783	0.00396409205737669
3987	chr5	57.5146927911238	57.5233619619752	7229	0.00866917085134133
3988	chr5	68.6614637857319	68.7188832316528	30194	0.0574194459209281
3989	chr5	94.0076953537965	94.1075318531171	35304	0.0998364993206593
3990	chr5	99.3692428304378	99.3854479773399	762	0.0162051469021094
3991	chr5	3.21703778246198	3.33480899288668	59502	0.117771210424704
3992	chr5	5.9392483672997	6.02380413569004	60483	0.0845557683903397
3993	chr5	12.1692079756375	12.2557451327463	5065	0.0865371571088716
3994	chr5	24.2779638745453	24.3819597977325	95004	0.103995923187256
3995	chr5	27.2372589333229	27.336521253743	97405	0.0992623204200562
3996	chr5	44.6486057467799	44.6514814398835	792	0.00287569310361846
3997	chr5	52.6643898778	52.8516215020459	189466	0.187231624245918
3998	chr5	52.8842601550066	52.9036013218036	9163	0.0193411667969841
3999	chr5	55.1547025698769	55.2068182413554	98761	0.0521156714784965
4000	chr5	56.1274266738234	56.1399028838317	442	0.0124762100083373
4001	chr5	94.06113192375	94.105795060381	20946	0.0446631366310157
4002	chr5	97.3715662835506	97.4151704203748	31607	0.0436041368241575
4003	chr5	99.6227046251787	99.6895001805545	18921	0.0667955553758333
4004	chr5	100.14699475622	100.307992019697	687876	0.160997263477284
4005	chr5	104.334358124035	104.360969625241	52421	0.0266115012057924
4006	chr5	114.959463517581	114.961702472661	94	0.00223895507993177
4007	chr5	116.226298089119	116.237486994196	862	0.0111889050772618
4008	chr5	122.405144875835	122.409055044097	4735	0.00391016826223733
4009	chr5	17.7325786273311	17.7395584265059	233	0.00697979917488567
4010	chr5	19.1859197322142	19.2048959200442	5166	0.0189761878299777
4011	chr5	26.5637170074699	26.9183658707159	253234	0.354648863246013
4012	chr5	54.8911840558981	54.8930071064731	92	0.00182305057499832
4013	chr5	67.3156987923689	67.3266414054303	19417	0.0109426130614168
4014	chr5	102.718805268736	102.7754490009	51816	0.0566437321644457
4015	chr5	122.334947252448	123.1057353308	981421	0.770788078351998
4016	chr5	126.267590189066	126.305341831227	22988	0.0377516421614956
4017	chr5	131.797477015331	131.800742608744	1559	0.00326559341320376
4018	chr5	3.17348966457968	3.18879049221108	2782	0.0153008276314011
4019	chr5	12.1114931542071	12.1346085999813	29653	0.0231154457741614
4020	chr5	27.0869718836531	27.2911824461274	52030	0.204210562474291
4021	chr5	27.3369427192583	27.4256859921134	26678	0.0887432728550479
4022	chr5	76.7327713494744	76.8632039336275	165804	0.130432584153056
4023	chr5	98.1284178082182	98.1934349858931	729	0.0650171776749318
4024	chr5	100.268249042672	100.412758917899	928303	0.144509875227428
4025	chr5	102.595011568744	102.666392912815	17500	0.0713813440712698
4026	chr5	106.05729879425	106.09066208111	45044	0.0333632868597533
4027	chr5	115.854744566432	116.045357550982	32414	0.190612984550725
4028	chr5	125.369579528274	125.373735372384	3080	0.00415584411014436
4029	chr5	131.587051246598	131.704719444777	53292	0.117668198178478
4030	chr5	133.51212223968	133.533625163424	5046	0.0215029237448334
4031	chr5	10.1461158208764	10.2076260460976	1611	0.061510225221264
4032	chr5	11.6686109719856	11.7431719078774	1747	0.0745609358918653
4033	chr5	16.7331680791704	16.8662131939188	3886	0.133045114748395
4034	chr5	24.6974585188194	24.74891361392	54229	0.0514550951005681
4035	chr5	26.6138429410756	26.6448630056566	24969	0.0310200645810603
4036	chr5	27.0370288144816	27.1616210501869	8535	0.124592235705297
4037	chr5	27.189234946225	27.325188023961	81437	0.135953077736023
4038	chr5	27.3652707933724	27.3861841153515	3884	0.0209133219790374
4039	chr5	76.1728071550717	76.1747865459515	801	0.00197939087985333
4040	chr5	117.409434998373	117.488074206061	146411	0.0786392076881697
4041	chr5	122.344517028656	122.375505085206	5610	0.0309880565498872
4042	chr5	142.159086031157	142.201914950439	1873	0.0428289192820444
4043	chr5	2.96293927377199	3.01372334031853	2889	0.0507840665465364
4044	chr5	26.2550942906856	26.3160380605793	2701	0.060943769893715
4045	chr5	96.6507314583303	96.6828349276233	2156	0.0321034692930766
4046	chr5	125.858591630997	125.891698355425	878	0.0331067244272418
4047	chr5	132.144475040091	132.216183934334	3954	0.0717088942427324
4048	chr5	132.222876039031	132.334810104602	6172	0.111934065570608
4049	chr5	144.409477537791	144.431526002925	408	0.0220484651339916
4050	chr5	10.511123404802	10.5578087557266	2751	0.0466853509246299
4051	chr5	67.0376280926756	67.1180973280572	201029	0.0804692353816137
4052	chr5	142.251887440001	142.288086234614	8905	0.03619879461246
4053	chr5	11.9051524177725	11.914429595058	2041	0.00927717728545652
4054	chr5	26.2245885607157	26.248438084812	1057	0.023849524096299
4055	chr5	26.5208960899526	26.553506212632	159130	0.0326101226794435
4056	chr5	27.1443785782487	27.2007463123162	7411	0.0563677340674857
4057	chr5	27.3093422591937	27.4738557146422	110676	0.164513455448525
4058	chr5	50.7129306992945	51.0084680716763	544842	0.295537372381794
4059	chr5	68.8736892585452	68.9118475967475	7272	0.0381583382023081
4060	chr5	79.2624754417019	79.3700418364092	116388	0.107566394707305
4061	chr5	99.4061147442445	99.4568400205254	2744	0.0507252762809713
4062	chr5	99.5749151241512	99.7012942062735	65221	0.126379082122241
4063	chr5	99.7068675548909	99.7253449253011	25237	0.0184773704101957
4064	chr5	99.7477617544967	100.08458529489	133880	0.336823540393283
4065	chr5	102.269322175968	102.279722558904	243	0.0104003829358277
4066	chr5	111.306130194913	111.320373611739	1087	0.0142434168264884
4067	chr5	112.577985614877	112.613568093381	117017	0.0355824785036702
4068	chr5	113.254145854122	113.294578597474	567	0.040432743351829
4069	chr5	114.324138860272	114.50516712943	222172	0.181028269158261
4070	chr5	117.0666946305	117.108028451442	3393	0.041333820942171
4071	chr5	124.213787073779	124.260947764629	57836	0.0471606908492106
4072	chr5	139.864936942151	139.895071263963	23471	0.0301343218116017
4073	chr5	85.0936868744136	85.1037443131613	39326	0.0100574387476087
4074	chr5	97.9443661149761	98.0395076959074	13938	0.0951415809312834
4075	chr5	99.3317314931493	99.3701147609141	1820	0.038383267764857
4076	chr5	99.6018493436076	99.6502200249867	1749	0.048370681379069
4077	chr5	99.6634388934262	99.6892851022416	16214	0.0258462088153806
4078	chr5	132.237076358756	132.244512030643	410	0.00743567188655447
4079	chr5	3.20087882843604	3.20629133718719	1699	0.00541250875114763
4080	chr5	11.6620384746846	11.662269088625	4	0.000230613940384927
4081	chr5	99.2763259105397	99.2934370476397	71452	0.0171111371000308
4082	chr5	99.3186477215097	99.3836828497902	3567	0.0650351282804422
4083	chr5	99.7610056187263	99.9148498819701	65573	0.153844263243784
4084	chr5	103.056045787117	103.1752346679	99384	0.119188880783668
4085	chr5	104.463849668667	104.471337414491	137	0.00748774582400813
4086	chr5	116.945617707727	116.969659501282	2473	0.024041793555071
4087	chr5	27.0593825739791	27.2270088847163	16542	0.167626310737159
4088	chr5	54.9646007338979	55.1417378411511	1374540	0.177137107253166
4089	chr5	72.6679203970998	72.6797237910788	279	0.0118033939790365
4090	chr5	74.5557303462966	74.7302254977946	93414	0.174495151498036
4091	chr5	97.5206567385288	97.5694363973375	1661	0.0487796588086269
4092	chr5	99.6255806066662	99.6339596681152	303	0.00837906144906242
4093	chr5	114.535024934144	114.621321602003	89264	0.086296667858889
4094	chr5	116.45455893137	116.520802834915	12934	0.0662439035450149
4095	chr5	125.747242937886	125.755579048633	19135	0.00833611074706653
4096	chr5	130.919574577443	131.125878280008	151330	0.206303702565663
4097	chr5	141.766241855789	141.815404329462	14553	0.04916247367305
4098	chr5	3.14087722067726	3.17708112412077	17918	0.0362039034435027
4099	chr5	5.65235318801029	5.7253502193903	52215	0.0729970313800079
4100	chr5	6.34493934737988	6.56090811563924	135151	0.215968768259365
4101	chr5	13.0034994153779	13.0548517742205	10128	0.0513523588425588
4102	chr5	26.7374540123532	26.9689804258746	156371	0.231526413521419
4103	chr5	74.6372440038468	74.7079975289053	85354	0.0707535250585494
4104	chr5	100.349448130307	100.555058960657	541736	0.205610830350338
4105	chr5	110.489159452669	110.540297152943	48690	0.0511377002736424
4106	chr5	113.24630175928	113.250223806707	55	0.0039220474274515
4107	chr5	16.09635129966	16.1184233969221	632	0.0220720972620718
4108	chr5	117.092873646034	117.137113305343	13813	0.0442396593088006
4109	chr5	126.047124211734	126.082064347107	26934	0.034940135372878
4110	chr5	139.0746042635	139.07558241426	38	0.000978150759294749
4111	chr5	10.2494346722217	10.3097248163542	25690	0.0602901441325177
4112	chr5	86.3177446407512	86.379498428085	55229	0.0617537873338847
4113	chr5	96.6342866724059	96.6430036422681	918	0.00871696986210679
4114	chr5	103.534869020163	103.560447529316	26709	0.0255785091526377
4115	chr5	139.840426097977	139.925164910875	98135	0.0847388128981663
4116	chr5	144.726534180275	144.751585195263	41543	0.0250510149885201
4117	chr5	24.5083713967691	24.5535031064843	13336	0.0451317097152462
4118	chr5	27.1280120997369	27.1499557368241	1503	0.0219436370872153
4119	chr5	27.3083673788166	27.3121860964636	3679	0.00381871764709629
4120	chr5	74.7281085483766	74.7888120729385	1147	0.0607035245619443
4121	chr5	94.6072155777975	94.7403719219877	168099	0.133156344190184
4122	chr5	99.016988576089	99.0247268371728	1046	0.0077382610838157
4123	chr5	100.870769130088	100.922426000131	216665	0.0516568700431606
4124	chr5	101.560799073591	101.599074494692	3286	0.0382754211004936
4125	chr5	101.746989730214	101.752347084443	29250	0.00535735422838002
4126	chr5	3.31167035577777	3.33910297003399	5210	0.0274326142562229
4127	chr5	18.9679842882373	19.023706357462	40329	0.0557220692247249
4128	chr5	24.2921717470954	24.3976283006038	95546	0.105456553508393
4129	chr5	24.4185153035088	24.4361671375711	4184	0.0176518340622778
4130	chr5	26.2261454359878	26.297671444991	3170	0.0715260090032395
4131	chr5	26.5468412976409	26.5730460566376	11942	0.0262047589967267
4132	chr5	99.6619172340288	99.677105112733	8118	0.0151878787041539
4133	chr5	123.764438691958	123.77191231594	961	0.00747362398197993
4134	chr5	26.9822858262	27.1746441534723	34048	0.192358327272288
4135	chr5	107.302174830857	107.345927671974	1200	0.0437528411166426
4136	chr5	126.407021427911	126.53942654511	15734	0.132405117198616
4137	chr5	137.436282732022	137.469408692304	23663	0.0331259602818648
4138	chr5	20.253137598099	20.2631760992752	2914	0.0100385011762114
4139	chr5	24.5082138041727	24.8201146106024	99190	0.311900806429676
4140	chr5	68.946013275654	69.1517727135445	23502	0.205759437890492
4141	chr5	102.943061579079	103.267583179711	368670	0.324521600632139
4142	chr5	3.2772485785139	3.28836453380588	1553	0.0111159552919862
4143	chr5	6.08783014437887	6.21178040376578	88662	0.123950259386908
4144	chr5	67.4360970772997	67.4795074610429	16468	0.0434103837431792
4145	chr5	74.5364624622372	74.7974915655424	98788	0.261029103305248
4146	chr5	79.2169625908462	79.3451330313864	193965	0.12817044054016
4147	chr5	96.1180483501264	96.1663380732028	25668	0.0482897230764081
4148	chr5	98.0968734240229	98.1034117162325	5009	0.00653829220955515
4149	chr5	102.864537785814	102.984639180962	217583	0.120101395147998
4150	chr5	111.055114345775	111.154963389906	120414	0.0998490441306643
4151	chr5	111.339474870938	111.348786603473	390	0.00931173253506756
4152	chr5	117.960828996154	118.015506130183	1619	0.0546771340284096
4153	chr5	123.559415049516	123.674481488001	95424	0.115066438485087
4154	chr5	52.9192300974702	52.9454105072275	43412	0.0261804097572949
4155	chr5	54.5050231772602	54.5952265237583	66297	0.0902033464981074
4156	chr5	3.02430555148537	3.15249945994387	98251	0.1281939084585
4157	chr5	10.1745227777731	10.1849844796323	274	0.0104617018592137
4158	chr5	24.2554337149062	24.2691475636806	5174	0.0137138487743691
4159	chr5	27.0531667113512	27.1065648932462	3658	0.0533981818950089
4160	chr5	68.9728422841979	69.0774709927786	4763	0.104628708580663
4161	chr5	100.364240661657	100.420219759706	71566	0.0559790980490931
4162	chr5	12.155961049114	12.2860953706342	17533	0.130134321520174
4163	chr5	27.1111638485531	27.4195797452282	137458	0.308415896675104
4164	chr5	41.4748365531061	41.6178433275256	65374	0.143006774419476
4165	chr5	53.5431207634435	53.5925422334034	2140	0.049421469959924
4166	chr5	99.8706078240458	99.8939985423286	5710	0.0233907182827835
4167	chr5	116.724732127077	116.794601096829	20832	0.0698689697516102
4168	chr5	131.28000198335	131.345742666157	8986	0.0657406828074443
4169	chr5	100.157205646522	100.309219313255	698742	0.152013666732941
4170	chr5	4.06362709984906	4.06973277594238	2692	0.00610567609331802
4171	chr5	99.325207304045	99.3305871055487	456	0.00537980150373585
4172	chr5	106.556216273188	106.649171940412	56307	0.0929556672239187
4173	chr5	122.652303306301	122.65311902695	65	0.000815720648901674
4174	chr5	24.673465857847	24.6975484476193	1373	0.0240825897722452
4175	chr5	74.7908760986211	74.8100344908113	362	0.0191583921901639
4176	chr5	102.632515893811	102.646684540368	366	0.0141686465564845
4177	chr5	124.77116771069	124.959359246666	110796	0.188191535976017
4178	chr5	125.207975006176	125.247118450327	53187	0.0391434441508096
4179	chr5	132.288763346261	132.299898718305	614	0.0111353720447767
4180	chr5	5.7488577379703	5.7826546015695	24175	0.0337968635991945
4181	chr5	74.3237407871114	74.3265439748547	17967	0.00280318774323973
4182	chr5	98.0831121443937	98.1205079597396	16094	0.0373958153459739
4183	chr5	98.4772464410725	98.5475927497906	185470	0.0703463087181291
4184	chr5	99.9813868624953	100.1746506507	119847	0.193263788204561
4185	chr5	104.084513075951	104.156396968612	2305	0.0718838926613188
4186	chr5	104.529502778452	104.580168858923	25503	0.0506660804709185
4187	chr5	41.9219448383884	41.9771576974231	29927	0.0552128590346541
4188	chr5	41.5459282506959	41.6752227771439	29862	0.129294526447978
4189	chr5	99.9798111383312	99.9988580568321	8623	0.0190469185008766
4190	chr5	126.870368442306	126.87696551674	20586	0.00659707443362834
4191	chr5	123.00490580254	123.0740015399	316984	0.0690957373602714
4192	chr5	126.625832711897	126.74910971063	150369	0.12327699873245
4193	chr5	128.380677133279	128.398479585274	6814	0.0178024519947542
4194	chr5	101.949946285785	101.963462703497	1052	0.0135164177123244
4195	chr5	113.165008412777	113.167932120855	41	0.00292370807727593
4196	chr5	98.3815316368393	98.5059509831919	119532	0.124419346352568
4197	chr5	54.9491432686127	55.0241312317281	1286753	0.0749879631154116
4198	chr5	68.1506597768335	68.2074171543835	32798	0.0567573775500279
4199	chr5	96.1010003248272	96.1176372629915	1376	0.016636938164325
4200	chr5	117.098691907164	117.169278547666	37064	0.0705866405026967
4201	chr5	124.769440420584	124.838997754463	87588	0.069557333878393
4202	chr5	11.6362673669214	11.6664201395519	523	0.0301527726305313
4203	chr5	131.074222628021	131.124358533088	136704	0.050135905067151
4204	chr5	26.5661162652733	26.6449387885852	72482	0.0788225233118709
4205	chr5	53.9911451035466	54.0040148488786	65087	0.0128697453319688
4206	chr5	98.837456175575	98.8608894003396	474	0.0234332247646165
4207	chr5	98.2479207992152	98.2936218321739	822	0.0457010329587035
4208	chr5	114.857240790883	114.953818492539	108442	0.0965777016568268
4209	chr5	74.3351469839221	74.3510418310592	26024	0.01589484713719
4210	chr5	99.736641718	99.8971455342471	62145	0.1605038162471
4211	chr5	133.095533745954	133.109643386753	778	0.0141096407994041
4212	chr5	26.5570409331401	26.8089747444444	152749	0.251933811304298
4213	chr5	27.0102179894207	27.4600599154363	174470	0.449841926015608
4214	chr5	28.811612815511	28.8267730142798	46852	0.0151601987688146
4215	chr5	74.9487161878291	74.9843157531638	20158	0.0355995653346923
4216	chr5	97.4317127262372	97.443243574624	1617	0.0115308483868262
4217	chr5	133.753273247523	133.804800248992	39745	0.0515270014690543
4218	chr5	70.6541280060611	70.6750945814011	112314	0.0209665753400543
4219	chr5	132.197159495775	132.349228053748	8385	0.152068557973024
4220	chr5	101.416174696021	101.559409982114	30928	0.143235286092761
4221	chr5	102.769131261741	102.891622719926	280148	0.122491458184669
4222	chr5	110.48006929154	110.532046088339	51106	0.0519767967989821
4223	chr5	126.63640983169	126.672436117123	20501	0.0360262854330102
4224	chr5	27.3934382807754	27.4272262246619	8860	0.0337879438864768
4225	chr5	67.6576190632	67.6665994447845	966	0.00898038158447889
4226	chr5	100.769307800784	100.80284034803	2485	0.0335325472461676
4227	chr5	98.0466592634452	98.0767814417291	29858	0.0301221782839747
4228	chr5	98.6519151734829	98.6653395752425	20063	0.0134244017596075
4229	chr5	11.379619737255	11.4202568993133	15906	0.0406371620582835
4230	chr5	122.392323487706	122.602374026942	130505	0.210050539235965
4231	chr5	60.5429550271683	60.5589996551399	31134	0.0160446279716453
4232	chr5	70.1426483922474	70.1568806115435	1001	0.0142322192961188
4233	chr5	97.5711504944666	97.5803711548854	312	0.00922066041879077
4234	chr5	144.445360334002	144.470597180148	467	0.0252368461453329
4235	chr5	3.0739821773284	3.13820348061368	85289	0.0642213032852741
4236	chr5	97.3055541953045	97.3807141686979	156763	0.0751599733934825
4237	chr5	110.826262703371	110.920602391679	18370	0.0943396883080538
4238	chr5	121.289249962258	121.296235802751	969	0.00698584049297324
4239	chr5	126.097008919102	126.727373551298	501208	0.630364632196432
4240	chr5	98.1203416645144	98.1450957399215	683	0.0247540754071451
4241	chr5	124.734125911735	124.779515856064	81522	0.0453899443286048
4242	chr5	125.796296033263	125.80253180326	1280	0.00623576999686293
4243	chr5	11.5595746704324	11.6182218261427	1368	0.0586471557103394
4244	chr5	98.4892585799356	98.4946834262736	10019	0.00542484633803042
4245	chr5	100.001168766048	100.055781361642	3198	0.0546125955945911
4246	chr5	100.201001064308	100.209731630556	1771	0.00873056624840274
4247	chr5	116.838822869981	116.946176063448	2884	0.107353193467404
4248	chr5	24.3017823634519	24.3494232290934	39877	0.0476408656414549
4249	chr5	50.1986635450455	50.3440102521598	48403	0.145346707114257
4250	chr5	96.1297573415936	96.1701541308889	12769	0.0403967892952437
4251	chr5	26.5321363834671	26.6850528046362	238131	0.152916421169074
4252	chr5	122.715296871984	122.860275637591	21401	0.144978765607561
4253	chr5	142.128712523742	142.269999807488	106473	0.14128728374618
4254	chr5	11.0055701498261	11.0170322327755	2412	0.0114620829493717
4255	chr5	11.6669390209178	11.6702829230534	58	0.00334390213557612
4256	chr5	98.6189947412068	98.6656506237482	35085	0.0466558825414296
4257	chr5	101.942328668547	102.21186098663	116660	0.26953231808227
4258	chr5	116.588384613674	116.588845595577	115	0.000460981902605795
4259	chr5	125.801631578724	125.890491732211	22604	0.0888601534866638
4260	chr5	126.097339868058	126.119518639379	9849	0.0221787713203838
4261	chr5	26.936703113721	27.0229520836114	54653	0.0862489698904163
4262	chr5	23.5815522242994	23.5904087027433	8877	0.00885647844393489
4263	chr5	96.7833229380687	96.9041917884936	48805	0.120868850424856
4264	chr5	142.250938861909	142.272094302691	8490	0.0211554407819392
4265	chr5	74.6306955855143	74.8209897040475	89203	0.190294118533245
4266	chr5	68.561176108573	68.6066986400327	3585	0.0455225314597527
4267	chr5	107.386143825181	107.401526231076	41276	0.015382405895906
4268	chr5	114.474774180181	114.495736344958	46452	0.0209621647768756
4269	chr5	116.537160086169	116.626713098121	48266	0.0895530119523755
4270	chr5	137.497711035067	137.626196224609	32732	0.128485189541522
4271	chr5	67.1330511316118	67.1734492709637	10107	0.0403981393518507
4272	chr5	104.47855188492	104.534498963753	57680	0.0559470788328582
4273	chr5	98.2235801244834	98.2490561773135	291	0.025476052830129
4274	chr5	110.522495071911	110.573171780031	21531	0.0506767081199939
4275	chr5	125.379227627273	125.581550621313	138302	0.2023229940406
4276	chr5	140.022554405233	140.066492163027	58446	0.0439377577944811
4277	chr5	11.8779477270385	11.91314968446	2752	0.0352019574215667
4278	chr5	27.2195632205381	27.2205989486849	128	0.00103572814678898
4279	chr5	98.6771311413232	98.6967803622877	641	0.0196492209644816
4280	chr5	99.9279508484629	99.9437484477109	8527	0.0157975992480175
4281	chr5	125.112527587979	125.124002180164	662	0.0114745921850954
4282	chr5	56.6813143083	56.6863654953535	272	0.00505118705356011
4283	chr5	99.3526761513869	99.4532907300568	14531	0.100614578669848
4284	chr5	99.5230484424283	99.5635266579358	34967	0.0404782155074344
4285	chr5	99.7552676758709	99.7838009748279	17631	0.0285332989570435
4286	chr5	99.8068301552034	99.8725272663815	24499	0.0656971111780962
4287	chr5	131.128648975073	131.167449044392	3753	0.0388000693187109
4288	chr5	53.9440646455665	53.9520012542883	701	0.00793660872181334
4289	chr5	68.5893121231347	68.6201389559196	19783	0.030826832784939
4290	chr5	97.134605490721	97.1659736567913	513	0.0313681660702798
4291	chr5	98.5095958855775	98.5850408255794	173808	0.0754449400019013
4292	chr5	98.9427181077916	99.0388533394833	190201	0.0961352316917186
4293	chr5	101.885228262219	101.991804342386	45824	0.106576080167557
4294	chr5	60.7486769775031	60.7539327127658	205	0.00525573526263656
4295	chr5	100.219706263698	100.250137727613	131453	0.0304314639154626
4296	chr5	37.9435213119131	37.9633767074543	1691	0.0198553955411711
4297	chr5	24.5066553884974	24.5759396382579	14315	0.0692842497604502
4298	chr5	117.295246240373	117.302376220916	307	0.00712998054312663
4299	chr5	114.640291323467	114.834110650795	249642	0.193819327327873
4300	chr5	10.5531079770225	10.5968182843144	10397	0.0437103072918763
4301	chr5	97.0330584100894	97.0952374092922	114347	0.0621789992027857
4302	chr5	97.4388651328438	97.545645911321	21674	0.106780778477244
4303	chr5	100.142098352981	100.1562713004	7946	0.0141729474185297
4304	chr5	27.3392620697223	27.4455144371978	33058	0.106252367475527
4305	chr5	105.14473442097	105.150842765308	1888	0.00610834433747698
4306	chr5	98.5595564984405	98.6837150643394	192252	0.12415856589891
4307	chr5	97.1381181308257	97.1784539741548	594	0.0403358433291743
