Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr1	14730795.0	0.11614921191727628	28.6278203453421
chr1	14733102.0	0.12182685344141177	28.62810139989299
chr1	14737051.0	0.5685488055208727	28.630346599125993
chr1	14737314.0	0.46810282664515374	28.6304697101694
chr1	14739181.0	0.8270768289764734	28.6320138626091
chr1	14739995.0	1.6032162975489754	28.633318880675304
chr1	14740811.0	4.398412162609282	28.636907984999993
chr1	14741704.0	1.174918592839983	28.6379571873034
chr1	14744110.0	10.310968729965488	28.662765378067697
chr1	14746447.0	9.480074957424115	28.684920313243197
chr1	14746774.0	2.5810656932710456	28.685764321724896
chr1	14752139.0	2.1787746684238716	28.69745344782099
chr1	14753241.0	0.608075335494191	28.698123546840705
chr1	14756661.0	0.4265805856107363	28.699582452443494
chr1	14760258.0	0.2805290263566869	28.7005915153513
chr1	14760318.0	0.08220568166924143	28.7005964476922
chr1	14763774.0	0.36371394858043443	28.701853443098493
chr1	14766442.0	0.33641689666702773	28.7027510033788
chr1	14767319.0	0.21619957729930925	28.702940610408092
chr1	14767397.0	0.3020617064737216	28.702964171221197
chr1	14769576.0	0.8065988104652395	28.7047217500292
chr1	14772736.0	7.201594246075412	28.7274787878468
chr1	14774280.0	1.190309579206045	28.729316625837093
chr1	14775640.0	0.9124776095551447	28.730557595386088
chr1	14782777.0	0.2660294575195896	28.732456247624405
chr1	14782864.0	0.08708769646167032	28.732463824253998
chr1	14787377.0	0.222525291955502	28.733468080896593
chr1	14787450.0	0.061805141120651705	28.733472592671895
chr1	14792322.0	3.501098596736949	28.750529945035197
chr1	14792882.0	2.151609254294077	28.7517348462176
chr1	14792946.0	0.4140408983444033	28.751761344835096
chr1	14794997.0	0.3277690944410979	28.752433599247794
chr1	14798054.0	0.22670654573203747	28.753126641158097
chr1	14800418.0	0.15839956544010578	28.753501097730798
chr1	14802251.0	0.3522810794349916	28.754146828949402
chr1	14802579.0	0.3293249624656053	28.75425484753709
chr1	14811176.0	0.1515009598007478	28.755557301288498
chr1	14813269.0	0.3023540964684384	28.756190128412406
chr1	14820287.0	0.5033236720272214	28.759722453942693
chr1	14820813.0	0.46961050590584735	28.7599694690688
chr1	14824593.0	0.48139284206337724	28.7617891340118
chr1	14824855.0	0.42783539042990487	28.761901226884092
chr1	14827542.0	0.33378258943369604	28.7627981007019
chr1	14827697.0	0.043771003234841406	28.7628048852074
chr1	14831263.0	0.18695112251670934	28.763471552910296
chr1	14832486.0	0.2193416497894021	28.76373980774799
chr1	14833611.0	0.24270333840250818	28.76401284900369
chr1	14833778.0	0.3194575263748589	28.764066198410596
chr1	14834451.0	0.29742187414979865	28.7642663633319
chr1	14835944.0	0.2880569375075814	28.764696432339598
chr1	14847307.0	0.2362171703243692	28.767380568045994
chr1	14848699.0	0.2670419392995702	28.7677522904255
chr1	14850294.0	0.2266667156158759	28.768113823836906
chr1	14855794.0	0.3276801303619757	28.769916064553897
chr1	14858237.0	0.5150201410978629	28.7711742587586
chr1	14861410.0	0.7107145677900931	28.773429356082197
chr1	14871221.0	0.7272439292424282	28.780564346271994
chr1	14877814.0	1.2984134599280648	28.7891247862133
chr1	14880130.0	1.0487865120002613	28.791553775775093
chr1	14880739.0	2.4418647415480157	28.793040871402695
chr1	14886358.0	1.1612615201278849	28.799565999884294
chr1	14886502.0	0.2912735930473944	28.799607943281693
chr1	14887352.0	0.21596579164692872	28.799791514204593
chr1	14888173.0	0.20171348478179668	28.7999571209756
chr1	14888365.0	0.18466085619876318	28.79999257585999
chr1	14894809.0	0.17700419860493502	28.8011331909158
chr1	14905188.0	0.12261191236154159	28.8024057799542
chr1	14905918.0	0.1109352153371811	28.802486762661395
chr1	14909101.0	0.06636265677159817	28.8026979949979
chr1	14909432.0	0.05942481903129991	28.802717664613
chr1	14910047.0	0.0730829403166568	28.802762610621294
chr1	14916474.0	0.06582653875901086	28.803185677785898
chr1	14921428.0	0.061216302340969184	28.803488943347695
chr1	14924749.0	0.058072106745423166	28.803681800814196
chr1	14927470.0	0.05621669474396435	28.803834766440595
chr1	14929322.0	0.056259917709403744	28.803938959808193
chr1	14931769.0	0.07051016743276957	28.8041114981879
chr1	14935260.0	0.08281604411389362	28.804400608997902
chr1	14938892.0	0.1395613195464764	28.804907495710495
chr1	14940689.0	0.04679371569556748	28.8049915840176
chr1	14941122.0	0.044442507847832755	28.805010827623498
chr1	14945843.0	0.03954268307610735	28.8051975086303
chr1	14957164.0	0.043301865701239964	28.805687729051904
chr1	14959554.0	0.043892253093086746	28.805792631536796
chr1	14963200.0	0.046274331184204716	28.805961347748294
chr1	14963662.0	0.04111472425431391	28.8059803427509
chr1	14964759.0	0.041524347766210654	28.8060258949604
chr1	14970577.0	0.05423310677149134	28.806341423175596
chr1	14975889.0	0.05653660513912349	28.806641745622095
chr1	14980400.0	0.05733828885096297	28.8069003986431
chr1	14987195.0	0.057277575466429975	28.807289599768396
chr1	14987256.0	0.0297562721129907	28.807291414900995
chr1	14990443.0	0.059299526233794676	28.8074804024911
chr1	14993444.0	0.05732381999136152	28.807652431274896
chr1	14995404.0	0.057390936121362535	28.807764917509694
chr1	15002034.0	0.052191161689720426	28.808110944911697
chr1	15006146.0	0.05356582760404162	28.808331207594804
chr1	15007418.0	0.05388644386331457	28.8083997511514
chr1	15009894.0	0.05346177342504661	28.8085321225024
chr1	15010449.0	0.059058960001546944	28.8085649002252
chr1	15013071.0	0.05335593878542357	28.808704799496695
chr1	15014007.0	0.06278258963422519	28.808763564000593
chr1	15015265.0	0.100291520908242	28.808889730733895
chr1	15023329.0	0.12325421399996006	28.80988365271559
chr1	15023821.0	0.08775777786125188	28.8099268295423
chr1	15026983.0	0.05429064809998933	28.81009849657159
chr1	15029434.0	0.05473006858702601	28.810232639969698
chr1	15031815.0	0.0549892569084557	28.810363569390397
chr1	15034955.0	0.05478163337706438	28.8105355837192
chr1	15035196.0	0.05133047718917288	28.810547954364203
chr1	15036409.0	0.06290974946472809	28.810624263890304
chr1	15038358.0	0.07015145074292713	28.810760989067802
chr1	15043631.0	0.36142693206839077	28.8126667932806
chr1	15044826.0	0.31778578594521867	28.813046547294803
chr1	15045642.0	0.3229798020840059	28.813310098813304
chr1	15045833.0	0.12674891774422672	28.813334307856593
chr1	15050518.0	4.542939243203209	28.834617978211
chr1	15051107.0	16.448384092695374	28.844306076441597
chr1	15051390.0	6.423491085890448	28.846123924418904
chr1	15053273.0	38.71674540227759	28.919027556011393
chr1	15053385.0	0.05497487684128341	28.9190337131976
chr1	15054261.0	5.818531434929448	28.924130746734598
chr1	15058330.0	1.8891909428351996	28.931817864680994
chr1	15058476.0	1.5621122795051814	28.932045933073802
chr1	15058520.0	0.21380582250106853	28.932055340529992
chr1	15059620.0	21.750515718181873	28.955980907819992
chr1	15060021.0	2.3193308279553633	28.956910959482002
chr1	15061691.0	1.5294487607724352	28.959465138912492
chr1	15062476.0	28.683758478091562	28.981981889317794
chr1	15064603.0	21.75526232600109	29.028255332285198
chr1	15064820.0	0.6423548691504571	29.028394723291804
chr1	15065043.0	1.7129504129670627	29.028776711233895
chr1	15070074.0	0.7134986453803993	29.032366322918804
chr1	15071725.0	0.4380207115663276	29.0330894951136
chr1	15072950.0	0.5513470710165704	29.033764895275596
chr1	15076136.0	0.7890395277775013	29.036278775211095
chr1	15077994.0	0.7824198959073366	29.03773251137769
chr1	15081071.0	10.180244617584876	29.069057124066
chr1	15081310.0	0.9592662656771543	29.069286388703496
chr1	15081352.0	0.43200541455235	29.069304532930907
chr1	15081367.0	0.4416709861250941	29.0693111579957
chr1	15081815.0	0.8858682977651102	29.069708026993098
chr1	15082667.0	1.038876544010195	29.070593149808595
chr1	15085862.0	0.37742466391368984	29.0717990216098
chr1	15087700.0	0.40128901136955825	29.072536590812696
chr1	15089331.0	4.23093124862374	29.0794372396792
chr1	15089642.0	44.82804203601183	29.0933787607524
chr1	15092073.0	8.245164237310698	29.113422755013303
chr1	15093868.0	1.9036743419425501	29.11683985045709
chr1	15102255.0	1.9115278019561517	29.132871834132096
chr1	15104610.0	2.1170808868376323	29.1378575596206
chr1	15106437.0	1.208800041765279	29.140066037296904
chr1	15109088.0	1.656778522366184	29.144458157159697
chr1	15110999.0	0.45481439434893717	29.145327307467298
chr1	15116745.0	0.3745311338513024	29.147479363362407
chr1	15117259.0	0.22386455154299728	29.1475944297419
chr1	15119638.0	0.22582659970571264	29.1481316712226
chr1	15126524.0	0.279767156214359	29.150058147860292
chr1	15126707.0	0.7278343819757787	29.150191341552194
chr1	15127017.0	0.43215549710805223	29.150325309756298
chr1	15127061.0	0.23156668178940396	29.150335498690296
chr1	15133243.0	0.6033063634256648	29.154065138628994
chr1	15135893.0	0.3428234290212467	29.1549736207159
chr1	15138521.0	3.9178556517086194	29.16526974536859
chr1	15143303.0	4.356426919429157	29.1861021788973
chr1	15143772.0	1.2101505066052916	29.1866697394849
chr1	15146336.0	0.2359814001589362	29.187274795794906
chr1	15146364.0	0.11375951406275167	29.1872779810613
chr1	15148177.0	0.6568470692793028	29.188468844797903
chr1	15148282.0	0.03386336943765941	29.188472400451694
chr1	15148314.0	0.2294263032887045	29.1884797420934
chr1	15151472.0	0.6133229477514568	29.1904166159624
chr1	15154748.0	0.7250236183760336	29.1927917933362
chr1	15159262.0	0.8554906981377813	29.196653478347592
chr1	15159666.0	0.4740930883780727	29.196845011955297
chr1	15160199.0	0.44616010581009413	29.197082815291694
chr1	15160901.0	0.3948126059928934	29.1973599737411
chr1	15162505.0	1.1124050791112725	29.199144271487995
chr1	15162604.0	0.510795403137437	29.199194840232906
chr1	15163729.0	0.8454763117305851	29.200146001083603
chr1	15164794.0	1.0454525940804587	29.2012594080963
chr1	15165953.0	1.1553441477973314	29.202598451963595
chr1	15167190.0	1.1011806776903441	29.2039606124619
chr1	15167335.0	0.03717383035877744	29.2039660026673
chr1	15168897.0	0.4131339272027364	29.20461131786159
chr1	15169873.0	7.297051668038616	29.211733240289597
chr1	15170928.0	10.786423253654732	29.223112916822203
chr1	15171883.0	19.909697381771217	29.242126677821794
chr1	15173597.0	85.47640563477268	29.388633237079794
chr1	15173852.0	101.07964478391732	29.414408546499693
chr1	15175143.0	62.10505404244855	29.494586171268494
chr1	15176003.0	3.9946748036059456	29.498021591599596
chr1	15177349.0	4.0445074053486865	29.503465498567195
chr1	15178283.0	31.124462571304864	29.532535746608794
chr1	15179439.0	2.3177037859887797	29.535215012185397
chr1	15180215.0	2.3741567496107185	29.537057357823095
chr1	15185072.0	2.3885220086076506	29.548658409218902
chr1	15185557.0	1.2150917366989935	29.5492477287112
chr1	15185669.0	0.5494223393068661	29.549309264013203
chr1	15186918.0	1.170647442591075	29.550771402669
chr1	15187895.0	0.7558925982574619	29.551509909737497
chr1	15188098.0	0.06294585809345214	29.55152268774669
chr1	15188368.0	15.607362828183744	29.5557366757103
chr1	15191158.0	19.473468720788027	29.6100676534413
chr1	15191870.0	0.4767785471894546	29.610407119766897
chr1	15192727.0	0.42490715811308755	29.6107712652014
chr1	15195073.0	0.4102140501254897	29.611733627362995
chr1	15195099.0	0.12931330782241557	29.611736989508998
chr1	15196732.0	0.3470646738563746	29.612303746121405
chr1	15196789.0	0.06127174719251757	29.612307238610995
chr1	15198383.0	0.1546404396510678	29.6125537354718
chr1	15198585.0	0.06157109307771339	29.6125661728326
chr1	15199220.0	0.14910064503573173	29.6126608517422
chr1	15200543.0	0.2154847685536101	29.612945938090995
chr1	15203259.0	0.24153037069179917	29.613601934577794
chr1	15204120.0	0.17729689977141375	29.613754587208497
chr1	15204541.0	0.07830821874501459	29.61378755496859
chr1	15205100.0	0.1775383798027074	29.6138867989229
chr1	15207071.0	0.48540449167636573	29.614843531175993
chr1	15207888.0	0.3461011698989655	29.6151262958318
chr1	15209476.0	1.1822355738631791	29.617003685923095
chr1	15210331.0	0.282377231573256	29.61724511845609
chr1	15213978.0	2.148310138582738	29.6250800055315
chr1	15215818.0	8.466847993309116	29.64065900583919
chr1	15216902.0	8.823419760057334	29.650223592859092
chr1	15217171.0	1.3473022252813087	29.650586017157693
chr1	15219024.0	1.423016757850915	29.65322286720999
chr1	15222040.0	1.1457389686381907	29.656678415939403
chr1	15223532.0	0.31395136695668974	29.657146831378903
chr1	15228659.0	0.26173706586555284	29.658488757315595
chr1	15228977.0	0.14509369401826466	29.658534897110293
chr1	15229973.0	0.1382739905690059	29.6586726180049
chr1	15231503.0	0.08439635222081064	29.658801744423798
chr1	15231945.0	0.05548531039952098	29.658826268930994
chr1	15235420.0	0.053341986934441164	29.65901163233559
chr1	15235842.0	0.06434692608553055	29.6590387867384
chr1	15240789.0	0.07557045447685767	29.659412633776697
chr1	15240904.0	0.2248945061405325	29.659438496644903
chr1	15241869.0	0.2259974459013906	29.659656584180198
chr1	15242487.0	0.20094917395231146	29.6597807707697
chr1	15243679.0	0.41546482063767787	29.6602760048359
chr1	15243765.0	0.15317469884727214	29.66028917786
chr1	15243834.0	0.01980391883976615	29.6602905443304
chr1	15243989.0	0.059058470928023105	29.660299698393395
chr1	15244484.0	0.8200138357537843	29.660705605242093
chr1	15245344.0	1.562049139074377	29.662048967501697
chr1	15246384.0	14.447458165961919	29.677074323994297
chr1	15247877.0	1.35637757308055	29.679099395710907
chr1	15247939.0	0.04551292572926051	29.679102217512302
chr1	15249854.0	0.29106848182193995	29.67965961365499
chr1	15256950.0	0.8565758682637972	29.68573787601619
chr1	15257448.0	0.5039213363661712	29.6859888288417
chr1	15257685.0	0.02373331098268545	29.685994453636404
chr1	15259137.0	0.6439618402817892	29.686929486228493
chr1	15260074.0	0.4437747593367648	29.68734530317799
chr1	15260454.0	2.0074381550173075	29.6881081296769
chr1	15261080.0	1.8439844948787207	29.689262463970692
chr1	15262154.0	1.3143053354788479	29.690674027900997
chr1	15262219.0	0.023001733823618385	29.690675523013695
chr1	15262670.0	0.2501200596330786	29.69078832716059
chr1	15263288.0	0.3340222933887105	29.690994752937904
chr1	15263460.0	0.19576609063536515	29.691028424705493
chr1	15266133.0	14.5970111352434	29.73004623547
chr1	15267106.0	23.474165434727958	29.75288659843799
chr1	15267171.0	0.2696816032163532	29.752904127742198
chr1	15268026.0	0.96700134678298	29.753730913893698
chr1	15269104.0	0.25161054025108026	29.75400215005609
chr1	15269430.0	0.3258847954244501	29.754108388499397
chr1	15271995.0	0.17875261988432237	29.7545668889694
chr1	15273175.0	0.17656871151925152	29.754775240048993
chr1	15273754.0	0.2325308243541811	29.754909875396294
chr1	15273786.0	0.18343023122646684	29.754915745163693
chr1	15273840.0	0.18238894444127457	29.754925594166693
chr1	15274006.0	0.18654206806822146	29.754956560149992
chr1	15277261.0	0.3129348893394965	29.755975163214792
chr1	15278787.0	0.32390283473551995	29.7564694389406
chr1	15283331.0	1.3352500729973256	29.7625368152723
chr1	15285755.0	1.0598455303668348	29.765105880837908
chr1	15287311.0	1.3437759438882422	29.767196796206598
chr1	15290210.0	1.2053008274603538	29.770690963305405
chr1	15294794.0	7.814696385098719	29.806513531534698
chr1	15296017.0	3.264335638834121	29.810505814020992
chr1	15299563.0	2.5559309701648103	29.819569145241196
chr1	15306867.0	0.5930682894580527	29.823900916027398
chr1	15310135.0	0.45863441233247126	29.8253997332869
chr1	15310181.0	0.17590756090404955	29.825407825034702
chr1	15310341.0	0.17385381121393093	29.825435641644496
chr1	15312446.0	0.25988899952395544	29.825982707988494
chr1	15312710.0	0.1411577659070393	29.826019973638694
chr1	15314731.0	0.0792180540361671	29.8261800733259
chr1	15317758.0	0.09477328014617083	29.826466952044903
chr1	15317992.0	0.0914263162574835	29.826488345802908
chr1	15320846.0	0.09318650385168872	29.8267543000849
chr1	15321355.0	0.09099525480114751	29.826800616669594
chr1	15324272.0	0.09135163568985577	29.8270670893909
chr1	15325969.0	0.25779088008093465	29.8275045605144
chr1	15326399.0	0.08186339651639321	29.8275397617749
chr1	15327400.0	0.10241817411875749	29.827642282367194
chr1	15330141.0	0.09589675388432081	29.82790513536959
chr1	15331302.0	0.1159934676168387	29.828039803785494
chr1	15332268.0	0.15194350704796186	29.828186581213302
chr1	15332482.0	0.025640174278663344	29.828192068210598
chr1	15335234.0	0.5683902310676301	29.829756278126496
chr1	15337786.0	1.8788302170846503	29.834551052840496
chr1	15338611.0	1.899973754920018	29.836118531188305
chr1	15343325.0	2.071765400655495	29.845884833286995
chr1	15351524.0	2.1921382926704798	29.8638581751486
chr1	15351620.0	0.016517507287853544	29.8638597608293
chr1	15354062.0	1.1524083649064871	29.8666739420564
chr1	15355521.0	12.159379545235439	29.8844144768129
chr1	15361287.0	2.7413854908076756	29.900221305552897
chr1	15364351.0	0.5728617573438602	29.9019765539774
chr1	15373512.0	1.290238199017884	29.9137964261186
chr1	15379229.0	4.732105138288367	29.940849871194196
chr1	15384455.0	2.857372345273236	29.955782499070594
chr1	15384944.0	3.691189688754874	29.957587490828395
chr1	15386411.0	31.889691877571455	30.004369668812792
chr1	15388609.0	10.55729909627071	30.027574612226395
chr1	15391032.0	5.699689040777154	30.0413849587722
chr1	15391202.0	0.029689339990401253	30.041390005959997
chr1	15393265.0	7.559988177848628	30.0569862615709
chr1	15394359.0	1.9074458613306475	30.059073007343194
chr1	15394683.0	0.7734420895239768	30.0593236025802
chr1	15400021.0	0.8695606153039267	30.063965317144692
chr1	15407252.0	0.6303947511274939	30.068523701590095
chr1	15407395.0	0.0776970741109797	30.068534812271693
chr1	15408805.0	0.4712488434112795	30.069199273140903
chr1	15410024.0	0.543420647083623	30.069861702909698
chr1	15412702.0	0.3585393300982024	30.0708218712357
chr1	15413653.0	0.1305881264855157	30.07094606054399
chr1	15419551.0	0.13461697428090413	30.071740031458297
chr1	15420993.0	0.13083333530138508	30.071928693127802
chr1	15422486.0	0.13728433851150815	30.0721336586452
chr1	15423002.0	0.12865256531420285	30.072200043368902
chr1	15423473.0	0.12716700062497258	30.072259939026196
chr1	15424072.0	0.14179554958944585	30.0723448745604
chr1	15424551.0	0.15345334238840214	30.072418378711404
chr1	15425129.0	0.14226360604123953	30.072500607075696
chr1	15427408.0	0.15656432290216457	30.07285741716759
chr1	15429174.0	0.1465105833578132	30.0731161548578
chr1	15431526.0	0.14309025985861187	30.073452703148988
chr1	15432240.0	0.14788296359531314	30.073558291584995
chr1	15435402.0	0.14396315597751858	30.074013503084196
chr1	15436151.0	0.13147483484998398	30.074111977735498
chr1	15437636.0	0.13781344039855742	30.07431663069449
chr1	15437958.0	0.18249221866994958	30.0743753931889
chr1	15440677.0	0.17707569823520766	30.074856862012403
chr1	15449763.0	0.17890711281020186	30.076482412039397
chr1	15480698.0	0.18198026558921296	30.0821119715554
chr1	15492653.0	0.2150337209954542	30.0846826996899
chr1	15512254.0	0.21494445177778523	30.088895825889196
chr1	15531059.0	0.18894266257402667	30.0924488926589
chr1	15531292.0	0.059411766516484915	30.0924627356005
chr1	15531564.0	0.14375988566892856	30.0925018382894
chr1	15532540.0	0.13938561567609578	30.0926378786503
chr1	15534852.0	0.1351719995235359	30.0929503963132
chr1	15535579.0	0.13601599448637858	30.09304927994119
chr1	15535778.0	0.06237438092101906	30.093061692442994
chr1	15540106.0	0.13895946229305073	30.0936631089958
chr1	15540927.0	0.10735025518238467	30.093751243555303
chr1	15543066.0	0.10501001262287704	30.093975859972304
chr1	15544714.0	0.11620505958565978	30.0941673659105
chr1	15545563.0	0.11736641812798353	30.09426700999949
chr1	15551640.0	0.10636558036906961	30.094913393631394
chr1	15553222.0	0.10345351694621761	30.095077057095203
chr1	15553458.0	0.059051449560707105	30.0950909932373
chr1	15553597.0	0.061998249578163855	30.09509961099399
chr1	15553828.0	0.05824475284376422	30.095113065531898
chr1	15554113.0	0.09695600629568123	30.095140697993692
chr1	15561156.0	0.10366145139956885	30.0958707855959
chr1	15563976.0	0.11763523028550274	30.096202516945304
chr1	15589467.0	0.1233988372012747	30.099348076704402
chr1	15607671.0	0.1354688124199245	30.101814150965694
chr1	15611133.0	0.1351607028027469	30.102282077318797
chr1	15617938.0	0.13530563850242136	30.103202832188806
chr1	15618372.0	0.1175823036601706	30.103253862908595
chr1	15618959.0	0.10642684191133471	30.103316335464797
chr1	15620335.0	0.11135517020105641	30.103469560178993
chr1	15620422.0	0.0584711033716094	30.103474647164987
chr1	15626241.0	0.147584758535255	30.104333442874903
chr1	15626612.0	0.08634552261687739	30.104365477063794
chr1	15634258.0	0.08379470058915497	30.1050061713445
chr1	15643064.0	0.1438298154444779	30.106272736699303
chr1	15663444.0	0.12389374484292787	30.108797691219202
chr1	15666111.0	0.11548786089090396	30.109105697344198
chr1	15672416.0	0.14289189730412766	30.1100066307567
chr1	15676809.0	0.14243701777793696	30.1106323565758
chr1	15689534.0	0.14893250854968207	30.112527522747094
chr1	15694079.0	0.14788258264079868	30.113199649085196
chr1	15705367.0	0.43041335084996507	30.11805815498959
chr1	15715172.0	0.6499664407146927	30.124431075940798
chr1	15724345.0	1.1260594825684371	30.1347604195744
chr1	15726236.0	1.3998262185054113	30.137407490953592
chr1	15745215.0	7.778541290100048	30.2850364260984
chr1	15754743.0	14.727885190890307	30.425363716197204
chr1	15754953.0	0.5424643323489623	30.425477633706997
chr1	15756156.0	0.9197532949306646	30.4265840969208
chr1	15756495.0	0.19912636046909507	30.426651600756998
chr1	15758201.0	0.3145125272028671	30.427188159128406
chr1	15760174.0	0.7476853575206837	30.428663342338794
chr1	15760727.0	1.3005678392517497	30.4293825563539
chr1	15764486.0	1.9760023876544066	30.436810349329093
chr1	15765536.0	1.3496550420944415	30.438227487123292
chr1	15765561.0	0.02300174799074739	30.438228062166992
chr1	15767585.0	1.5980519324134619	30.441462519278197
chr1	15772408.0	2.8481772128956857	30.455199277975993
chr1	15773562.0	2.280258164912698	30.457830695898302
chr1	15775945.0	3.5234708730127804	30.46622712698869
chr1	15777729.0	1.4094133452352677	30.46874152039659
chr1	15779422.0	0.18648761246170112	30.46905724392449
chr1	15779540.0	0.12333623231570837	30.469071797599902
chr1	15793954.0	0.19239783330784882	30.4718450199692
chr1	15801571.0	0.1802925325315786	30.473218308189495
chr1	15802962.0	0.17242687239674093	30.473458153969
chr1	15804084.0	0.16161446372659058	30.4736394853973
chr1	15804895.0	0.10241552675224694	30.473722544389496
chr1	15806335.0	0.11248132555744897	30.4738845174983
chr1	15807257.0	0.11489700650434616	30.473990452538295
chr1	15807341.0	0.09229134654392944	30.473998205011405
chr1	15811415.0	0.11161359538299502	30.474452918798995
chr1	15812080.0	0.11258766766472159	30.474527789597992
chr1	15812120.0	0.07843967750886804	30.474530927185093
chr1	15815001.0	0.09487229257218487	30.474804254259993
chr1	15815675.0	0.5074576224049253	30.475146280697494
chr1	15815841.0	0.17878450728437792	30.475175958925703
chr1	15815994.0	0.17883451698448016	30.475203320606802
chr1	15816487.0	0.08389568783295213	30.475244681180904
chr1	15821985.0	0.12245022911810269	30.475917912540595
chr1	15827087.0	0.06530669615926231	30.4762511073044
chr1	15830066.0	0.06531830019863467	30.47644569052069
chr1	15830499.0	0.06190346744623099	30.476472494722096
chr1	15830722.0	0.022682813475039275	30.4764775529895
chr1	15831157.0	0.03959095217080447	30.476494775053695
chr1	15831865.0	0.03693934026457401	30.476520928106602
chr1	15832832.0	0.03925717352663762	30.476558889793402
chr1	15832883.0	0.03142861371587987	30.476560492652702
chr1	15834011.0	0.04000674343737729	30.4766056202593
chr1	15842325.0	0.0569592161651436	30.477079179182496
chr1	15844248.0	0.0637345669255383	30.477201740754694
chr1	15844496.0	0.03958209676870095	30.477211557114693
chr1	15845281.0	0.039796450964076704	30.4772427973287
chr1	15845452.0	0.021504244976004717	30.47724647455459
chr1	15846355.0	0.09510691274075521	30.477332356096795
chr1	15847110.0	0.12536305722663965	30.477427005205
chr1	15851843.0	0.14115200952797446	30.478095077666097
chr1	15855470.0	0.12688078742868136	30.4785552742821
chr1	15856677.0	0.4827976413443318	30.479138011035204
chr1	15858265.0	0.06909079728485445	30.479247727221292
chr1	15858438.0	0.04352019080628231	30.4792552562143
chr1	15861257.0	0.12957017765000728	30.479620514545097
chr1	15862463.0	0.1084097718144621	30.479751256729905
chr1	15863189.0	0.11173371693438422	30.4798323754084
chr1	15864838.0	0.11253048222942583	30.480017938173596
chr1	15869077.0	5.004981881670026	30.501234056369995
chr1	15870681.0	7.839732504868684	30.513808987307804
chr1	15872196.0	10.21757300844477	30.5292886104156
chr1	15873980.0	22.465594443888396	30.569367230903495
chr1	15875932.0	0.7004809120398077	30.570734569643797
chr1	15876251.0	0.21234319215264008	30.570802307122094
chr1	15876445.0	0.07138626448728977	30.570816156057404
chr1	15878573.0	0.47881851019120075	30.57183508184709
chr1	15879345.0	0.4386221868062356	30.572173698175305
chr1	15880688.0	0.3974208061005211	30.5727074343179
chr1	15881126.0	0.2695566833204216	30.572825500145193
chr1	15881158.0	0.16721888762560866	30.572830851149597
chr1	15886105.0	0.24449180590176217	30.574040352113393
chr1	15892245.0	0.14644248806168172	30.57493950899009
chr1	15892779.0	0.1398949249210176	30.57501421288
chr1	15894096.0	0.14909366233836022	30.5752105692333
chr1	15896335.0	0.126892062166084	30.57549468056049
chr1	15897200.0	0.1344010690239742	30.575610937485195
chr1	15897355.0	0.09135402263477625	30.575625097358703
chr1	15899812.0	0.13578814493098054	30.5759587288308
chr1	15905460.0	0.127780446795231	30.576680432794298
chr1	15905835.0	0.11338226319897633	30.576722951142997
chr1	15906283.0	0.0978751212140797	30.5767667991973
chr1	15907982.0	0.10772302765925151	30.576949820621294
chr1	15916745.0	0.10473199238823294	30.577867587070592
chr1	15916844.0	0.05528787279399235	30.57787306057
chr1	15919033.0	0.15123267313466338	30.57820410889149
chr1	15922361.0	0.17030391081977844	30.5787708803067
chr1	15922630.0	0.13349502413862852	30.578806790468192
chr1	15922785.0	0.0824806193581055	30.578819574964193
chr1	15924444.0	0.20818720205293603	30.5791649575324
chr1	15926587.0	0.23146660643844624	30.579660990469996
chr1	15927977.0	0.18045787819896955	30.579911826920693
chr1	15929480.0	0.13055529641062477	30.580108051531198
chr1	15930607.0	0.12763475741513797	30.580251895902805
chr1	15931375.0	0.1402479902212761	30.580359606359295
chr1	15931812.0	0.15041721899256774	30.580425338683995
chr1	15932782.0	0.15013145731595895	30.58057096619759
chr1	15933432.0	0.12715217123443906	30.580653615108893
chr1	15934317.0	0.1571737682557811	30.5807927138938
chr1	15934736.0	0.15543787733260206	30.580857842364402
chr1	15934828.0	0.0011183086920264823	30.580857945248802
chr1	15936230.0	0.2875312447898648	30.581261064053997
chr1	15938764.0	1.1500517747836745	30.5841752952513
chr1	15940698.0	1.9277926223421538	30.58790364618291
chr1	15945538.0	1.5634379528908668	30.5954706858749
chr1	15946372.0	1.920907499153408	30.597072722729195
chr1	15947370.0	0.2514792483949092	30.597323699019093
chr1	15947867.0	0.2404080764589409	30.597443181833093
chr1	15949135.0	0.6656440005543649	30.598287218425796
chr1	15952990.0	0.6968788436310307	30.600973686367993
chr1	15955393.0	0.5036791044146903	30.602184027255902
chr1	15955606.0	0.05024334831125063	30.602194729089092
chr1	15957158.0	0.4530411015499139	30.602897848878698
chr1	15957569.0	0.5113127121767918	30.603107998403402
chr1	15963052.0	0.5565116578136486	30.606159351823194
chr1	15963428.0	0.1876693574632661	30.6062299155016
chr1	15963671.0	0.6174715304404037	30.606379961083498
chr1	15970294.0	0.2884074920269505	30.608290083903192
chr1	15971553.0	0.4071967967492615	30.6088027446703
chr1	15972090.0	1.8942838461769664	30.609819975095697
chr1	15972642.0	0.5063509512615672	30.610099480820793
chr1	15973715.0	0.8005341671015974	30.610958453982093
chr1	15975386.0	0.9205333146617708	30.612496665150893
chr1	15975464.0	0.10140449109467926	30.612504574701198
chr1	15981397.0	27.455590377380776	30.7753985924102
chr1	15981993.0	5.561593568118904	30.778713302176797
